# universe-profile	proofbound
# accepted-plan	docs/plans/P1-flight-recorder-plan.md
# accepted-plan	docs/plans/P5-PROOFBOUND-INTENT-PROVENANCE-v3.md
# accepted-plan	docs/plans/P6-CONSOLIDATION-PLAN-draft2.md
row_id	category	subject	observation	probe	disposition	decision	evidence
C6-050	C6	intent-commit:212cd18a570ffe4b7fc64fb10932013a8b00f138	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:212cd18a570ffe4b7fc64fb10932013a8b00f138,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-051	C6	intent-commit:3842bf0e244d8aead67b43491b8d4d21fb967ac3	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:3842bf0e244d8aead67b43491b8d4d21fb967ac3,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-052	C6	intent-commit:98f5e05defd50c66ee533bec4b94a5d802f12a79	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:98f5e05defd50c66ee533bec4b94a5d802f12a79,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-053	C6	intent-commit:06105f067ef4a7e3d50414512f17cac8169c1c15	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:06105f067ef4a7e3d50414512f17cac8169c1c15,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-054	C6	intent-commit:59814ad7a48836aed225cab5e62a106e93f720b2	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:59814ad7a48836aed225cab5e62a106e93f720b2,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-055	C6	intent-commit:9bd8b351490f547543fbd9d26232c2ececf63ba4	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:9bd8b351490f547543fbd9d26232c2ececf63ba4,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-056	C6	intent-commit:01e0dc99787a0a150c7954862ab662ad0ab99018	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:01e0dc99787a0a150c7954862ab662ad0ab99018,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-057	C6	intent-commit:b0e3d36e7d70e94834d9887c1660a43845eda7cb	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:b0e3d36e7d70e94834d9887c1660a43845eda7cb,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-058	C6	intent-commit:a2e3aedddfd30edb14ec2d513647c0cfe428b0a1	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:a2e3aedddfd30edb14ec2d513647c0cfe428b0a1,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-059	C6	intent-commit:1efd821a2c4e09466e5ba8c913de63b58f8ab94d	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:1efd821a2c4e09466e5ba8c913de63b58f8ab94d,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-060	C6	intent-commit:5e21cc5a2b4bbdeafe018b7deae28477bc7c69c5	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:5e21cc5a2b4bbdeafe018b7deae28477bc7c69c5,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-061	C6	intent-commit:9c57ade6902c05dc44df7bfab43abd621db0a68c	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:9c57ade6902c05dc44df7bfab43abd621db0a68c,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-062	C6	intent-commit:80fb20cbd5427e12b69dfba7500c0111825431e7	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:80fb20cbd5427e12b69dfba7500c0111825431e7,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-063	C6	intent-commit:7273311441516465780a39909e7f5def0f884907	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:7273311441516465780a39909e7f5def0f884907,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-064	C6	intent-commit:d89f423b2526aeecf9ae76e02b3e1867c23de065	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:d89f423b2526aeecf9ae76e02b3e1867c23de065,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-065	C6	intent-commit:277554ed5fecc04d546dcf77af754485bcc6426a	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:277554ed5fecc04d546dcf77af754485bcc6426a,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-066	C6	intent-commit:b3303100f649c3987003a959668a261ae9b7b3f6	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:b3303100f649c3987003a959668a261ae9b7b3f6,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-067	C6	intent-commit:a887e46d757b6f5d6fefc3e1df7f7f1513952e8b	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:a887e46d757b6f5d6fefc3e1df7f7f1513952e8b,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-068	C6	intent-commit:3b8db1cf729ec82d1e3f494b861542ddbb7969c9	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:3b8db1cf729ec82d1e3f494b861542ddbb7969c9,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-069	C6	intent-commit:ee56d9abcca306ecba8aa70c08744a16cd208669	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:ee56d9abcca306ecba8aa70c08744a16cd208669,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-070	C6	intent-commit:c1d8da6e226d6340ea418126dd5582465de67cf3	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:c1d8da6e226d6340ea418126dd5582465de67cf3,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-071	C6	intent-commit:aadd6601a68d04bc1f0cb5fb8f7becf39bc3cc10	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:aadd6601a68d04bc1f0cb5fb8f7becf39bc3cc10,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-072	C6	intent-commit:bbd9288241b7bc8cce5bbd3ec6bfa67ce677bfa9	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:bbd9288241b7bc8cce5bbd3ec6bfa67ce677bfa9,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-073	C6	intent-commit:d6abc5b3c777fb08f9ddf840bc8444db7c9f5f3d	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:d6abc5b3c777fb08f9ddf840bc8444db7c9f5f3d,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-074	C6	intent-commit:3d3fdfbad99b01074251ea8a6619b1c71888e9b7	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:3d3fdfbad99b01074251ea8a6619b1c71888e9b7,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-075	C6	intent-commit:8fa7fded702355efda4e0c326fee09b2a59b8142	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:8fa7fded702355efda4e0c326fee09b2a59b8142,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-076	C6	intent-commit:1df968ffc40162d415157b51db3ceb5b5769064d	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:1df968ffc40162d415157b51db3ceb5b5769064d,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-077	C6	intent-commit:7d72898ef0e4b4ec4172e0f2bd7bca7920b9e58d	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:7d72898ef0e4b4ec4172e0f2bd7bca7920b9e58d,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-078	C6	intent-commit:44eedc4b9f47a2f49d1802513ea451443825fc60	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:44eedc4b9f47a2f49d1802513ea451443825fc60,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-079	C6	intent-commit:329bceaa417685629c50ca93b7699d0d1ccfbee3	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:329bceaa417685629c50ca93b7699d0d1ccfbee3,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-080	C6	intent-commit:ea7c499f7ef08d8a5c3cb92889563567f97e034a	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:ea7c499f7ef08d8a5c3cb92889563567f97e034a,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-081	C6	intent-commit:f20376740368dc6b46c6514702f0813b96f23c49	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:f20376740368dc6b46c6514702f0813b96f23c49,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-082	C6	intent-commit:b47fc2cf888804be0cf4f399d538119cb67293fd	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:b47fc2cf888804be0cf4f399d538119cb67293fd,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-083	C6	intent-commit:5b75fe69049594cebd5bb0d49c9be09e6bd58822	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:5b75fe69049594cebd5bb0d49c9be09e6bd58822,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-084	C6	intent-commit:d9055fc0f08960e2db747e921701af8186ec8442	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:d9055fc0f08960e2db747e921701af8186ec8442,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-085	C6	intent-commit:7df0c502e432a0976f956305dacc68700395f7f3	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:7df0c502e432a0976f956305dacc68700395f7f3,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-086	C6	intent-commit:1e92aaa1b683ddae12bc69d2f57b2815e429afe3	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:1e92aaa1b683ddae12bc69d2f57b2815e429afe3,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-087	C6	intent-commit:3f115eadafb4c18eeb6e5165e991029860438ff7	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:3f115eadafb4c18eeb6e5165e991029860438ff7,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-088	C6	intent-commit:9a4760183c0b5c4f149b5ce373da3c0976d5874d	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:9a4760183c0b5c4f149b5ce373da3c0976d5874d,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-089	C6	intent-commit:27c2bdfc56624b75d85c3f96ccb1485e5864ea71	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:27c2bdfc56624b75d85c3f96ccb1485e5864ea71,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-090	C6	intent-commit:343fa5d331b62a1056851fefc03b8d95e72a6110	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:343fa5d331b62a1056851fefc03b8d95e72a6110,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-091	C6	intent-commit:a5ef803294411433f79712dcaa3abdd6dacd6323	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:a5ef803294411433f79712dcaa3abdd6dacd6323,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-092	C6	intent-commit:f84af261c8b58bc2cb2962a00b11a305acd1bc92	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:f84af261c8b58bc2cb2962a00b11a305acd1bc92,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-093	C6	intent-commit:a5ce3b6181000a9819186e968f0a6f9b9c82e09b	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:a5ce3b6181000a9819186e968f0a6f9b9c82e09b,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-094	C6	intent-commit:ad69db938455d7e21a45782a245ec51e03517ec6	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:ad69db938455d7e21a45782a245ec51e03517ec6,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-095	C6	intent-commit:95498bbf9a007c6d18eac78d3d27a1b07ee59ba3	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:95498bbf9a007c6d18eac78d3d27a1b07ee59ba3,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-096	C6	intent-commit:86683f63ba4d88798bf57760f4609678b1d11dae	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:86683f63ba4d88798bf57760f4609678b1d11dae,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-097	C6	intent-commit:65dabcad95b36c5527edae6e03a195c5a7d1da6d	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:65dabcad95b36c5527edae6e03a195c5a7d1da6d,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-098	C6	intent-commit:6dfb4d19d8667d1f95b4e0b2080204a89d399653	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:6dfb4d19d8667d1f95b4e0b2080204a89d399653,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-099	C6	intent-commit:4499fa5f0217c098bf5fce04be827eb8d0f543d1	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:4499fa5f0217c098bf5fce04be827eb8d0f543d1,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-100	C6	intent-commit:c6677e4038f442abb1189bba98f1242eb2b16991	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:c6677e4038f442abb1189bba98f1242eb2b16991,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-101	C6	intent-commit:3b53b6b18698eff111c9e5600fb6bc95a86e83a0	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:3b53b6b18698eff111c9e5600fb6bc95a86e83a0,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-102	C6	intent-commit:9ef6eec2952e6a2c41b04e4d92f3347f0b2aa5a4	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:9ef6eec2952e6a2c41b04e4d92f3347f0b2aa5a4,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-103	C6	intent-commit:45b7a35123b0709e90f084d98ab5b302c7b27dad	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:45b7a35123b0709e90f084d98ab5b302c7b27dad,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-104	C6	intent-commit:7cb2f6cdc7b7cb78d04420f63e42d00d03aa32ec	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:7cb2f6cdc7b7cb78d04420f63e42d00d03aa32ec,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-105	C6	intent-commit:cc74bb529325e4ed2693352593f7e9c526036b6d	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:cc74bb529325e4ed2693352593f7e9c526036b6d,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-106	C6	intent-commit:07f04c4b16b2f5beb32e4da2267eaa0bb79a55fa	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:07f04c4b16b2f5beb32e4da2267eaa0bb79a55fa,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-107	C6	intent-commit:e134bbd216c95b4f110fe9c62cc8e56998651264	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:e134bbd216c95b4f110fe9c62cc8e56998651264,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-108	C6	intent-commit:b04013dbe57f509f5e583027cae5d12c94722074	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:b04013dbe57f509f5e583027cae5d12c94722074,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-109	C6	intent-commit:99fa0ca7d9555ca7d14c745732b8de6ee2432018	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:99fa0ca7d9555ca7d14c745732b8de6ee2432018,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-110	C6	intent-commit:3ae97a3aee79b92de7da63ff594db4fdc17a4195	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:3ae97a3aee79b92de7da63ff594db4fdc17a4195,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-111	C6	intent-commit:5b1b30789e39815fc68b4546da6ab0827a1489ab	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:5b1b30789e39815fc68b4546da6ab0827a1489ab,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-112	C6	intent-commit:2f2520b32fcfc5b87c08721f8e0e607cc03c7c90	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:2f2520b32fcfc5b87c08721f8e0e607cc03c7c90,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-113	C6	intent-commit:17cb4b1669a2d743d436518f2f9986baa7b55888	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:17cb4b1669a2d743d436518f2f9986baa7b55888,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-114	C6	intent-commit:e71f669aa73c831880bf8b966826b9e549422ffd	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:e71f669aa73c831880bf8b966826b9e549422ffd,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-115	C6	intent-commit:894b6854267b205ff69fb50173fa9cdd7f5076a6	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:894b6854267b205ff69fb50173fa9cdd7f5076a6,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-116	C6	intent-commit:d69392c394af1d0bb634090cbe8cc7954774bfc2	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:d69392c394af1d0bb634090cbe8cc7954774bfc2,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-117	C6	intent-commit:69794c0864840d7e9f52efb44aeed8ff98fc3f1a	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:69794c0864840d7e9f52efb44aeed8ff98fc3f1a,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-118	C6	intent-commit:4240cd6baf91377729bcd0a20e8c1105bf09cd2e	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:4240cd6baf91377729bcd0a20e8c1105bf09cd2e,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-119	C6	intent-commit:2e674ed199a854c63d9672a9c9b3ee467d005281	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:2e674ed199a854c63d9672a9c9b3ee467d005281,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-120	C6	intent-commit:b3e9e1aaeab5f987957108b6bed4fddcd07fb57e	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:b3e9e1aaeab5f987957108b6bed4fddcd07fb57e,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-121	C6	intent-commit:d44b540dd3379d102570d197d6e76976751e1168	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:d44b540dd3379d102570d197d6e76976751e1168,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-122	C6	intent-commit:80a60d566bd22ecb5c66e3f9ad1d19909ff45222	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:80a60d566bd22ecb5c66e3f9ad1d19909ff45222,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-123	C6	intent-commit:172f4c46d925922a95406cf2307fca960814c436	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:172f4c46d925922a95406cf2307fca960814c436,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-124	C6	intent-commit:21b8bb5be33cd988195f013efa2ceb4899083337	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:21b8bb5be33cd988195f013efa2ceb4899083337,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
C6-125	C6	intent-commit:12f0d74b948ff8e8bdcc91c9e9674d82d41cde1a	Post-P5 commit needs ratified path classification and exact Intent claim evidence when applicable.	artifact:docs/verification/p6-intent-coverage.md	close-in-P6	—	commit:12f0d74b948ff8e8bdcc91c9e9674d82d41cde1a,docs/verification/p6-intent-applicability-canary-task8-20260918.md,docs/verification/p6-intent-coverage.md
